train_id,train_number,service_date,section_id,section_name,train_type,scheduled_entry,scheduled_exit,historical_delay_minutes,direction,operational_status
TR-12359,12359,2026-09-22,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-22 13:29:13.007091,2026-09-22 13:54:13.007091,3,UP,SCHEDULED
TR-12360,12360,2026-09-22,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-22 15:14:46.593003,2026-09-22 15:59:46.593003,12,UP,SCHEDULED
TR-12361,12361,2026-09-22,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-22 16:18:36.830141,2026-09-22 16:58:36.830141,4,UP,SCHEDULED
TR-12362,12362,2026-09-22,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-22 17:57:47.345359,2026-09-22 18:42:47.345359,0,UP,RUNNING
TR-12363,12363,2026-09-22,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-22 19:27:13.134943,2026-09-22 20:02:13.134943,12,UP,SCHEDULED
TR-12364,12364,2026-09-22,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-22 20:55:05.120133,2026-09-22 21:35:05.120133,2,DN,SCHEDULED
TR-12365,12365,2026-09-22,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-22 22:24:07.721982,2026-09-22 22:59:07.721982,7,DN,RUNNING
TR-12366,12366,2026-09-22,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-22 23:52:24.543546,2026-09-23 00:17:24.543546,0,UP,SCHEDULED
TR-12367,12367,2026-09-22,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-22 02:28:48.775363,2026-09-22 03:03:48.775363,0,DN,RUNNING
TR-12368,12368,2026-09-22,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-22 05:00:15.267555,2026-09-22 05:25:15.267555,1,DN,RUNNING
TR-12369,12369,2026-09-22,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-22 07:07:54.446237,2026-09-22 07:42:54.446237,2,UP,DELAYED
TR-12370,12370,2026-09-22,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-22 09:44:06.834560,2026-09-22 10:14:06.834560,15,DN,DELAYED
TR-12371,12371,2026-09-22,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-22 12:00:51.951715,2026-09-22 12:35:51.951715,0,DN,SCHEDULED
TR-12372,12372,2026-09-22,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-22 14:26:31.788989,2026-09-22 14:51:31.788989,0,UP,DELAYED
TR-12373,12373,2026-09-22,SEC-C01,Bhusawal–Jalgaon,SPECIAL,2026-09-22 16:36:36.637825,2026-09-22 17:21:36.637825,14,UP,SCHEDULED
TR-12374,12374,2026-09-22,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-22 19:18:08.388097,2026-09-22 19:43:08.388097,2,DN,RUNNING
TR-12375,12375,2026-09-22,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-22 21:42:45.631186,2026-09-22 22:12:45.631186,3,UP,SCHEDULED
TR-12376,12376,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 23:48:50.097501,2026-09-24 00:28:50.097501,15,DN,DELAYED
TR-12377,12377,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 01:19:42.499810,2026-09-23 01:54:42.499810,3,UP,RUNNING
TR-12378,12378,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 01:57:56.420747,2026-09-23 02:37:56.420747,20,UP,SCHEDULED
TR-12379,12379,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 03:19:20.294774,2026-09-23 03:49:20.294774,8,UP,SCHEDULED
TR-12380,12380,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 04:29:02.378263,2026-09-23 05:09:02.378263,4,UP,SCHEDULED
TR-12381,12381,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 05:25:24.304535,2026-09-23 06:10:24.304535,23,DN,RUNNING
TR-12382,12382,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 06:35:56.629446,2026-09-23 07:05:56.629446,0,UP,DELAYED
TR-12383,12383,2026-09-23,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-23 07:29:42.962991,2026-09-23 07:54:42.962991,9,DN,DELAYED
TR-12384,12384,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 08:49:52.139057,2026-09-23 09:34:52.139057,6,UP,RUNNING
TR-12385,12385,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 09:55:20.313013,2026-09-23 10:40:20.313013,13,UP,SCHEDULED
TR-12386,12386,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 10:55:33.145697,2026-09-23 11:30:33.145697,14,UP,RUNNING
TR-12387,12387,2026-09-23,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-23 12:12:49.046323,2026-09-23 12:47:49.046323,4,UP,SCHEDULED
TR-12388,12388,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 13:20:08.438012,2026-09-23 13:50:08.438012,2,UP,RUNNING
TR-12389,12389,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 14:14:53.374637,2026-09-23 14:49:53.374637,7,DN,SCHEDULED
TR-12390,12390,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 15:13:36.835370,2026-09-23 15:58:36.835370,0,UP,SCHEDULED
TR-12391,12391,2026-09-23,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-23 16:31:32.168124,2026-09-23 17:01:32.168124,18,DN,SCHEDULED
TR-12392,12392,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 17:19:57.140618,2026-09-23 17:44:57.140618,8,UP,RUNNING
TR-12393,12393,2026-09-23,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-23 18:46:05.817712,2026-09-23 19:21:05.817712,1,UP,RUNNING
TR-12394,12394,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 19:29:48.059358,2026-09-23 20:04:48.059358,5,DN,SCHEDULED
TR-12395,12395,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 20:42:01.082449,2026-09-23 21:22:01.082449,0,DN,SCHEDULED
TR-12396,12396,2026-09-23,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-23 21:48:58.184662,2026-09-23 22:28:58.184662,0,UP,SCHEDULED
TR-12397,12397,2026-09-23,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-23 22:56:38.111646,2026-09-23 23:26:38.111646,16,UP,RUNNING
TR-12398,12398,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 23:49:53.253568,2026-09-24 00:19:53.253568,0,UP,SCHEDULED
TR-12399,12399,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 00:54:45.612975,2026-09-23 01:34:45.612975,0,DN,SCHEDULED
TR-12400,12400,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 02:17:38.297915,2026-09-23 02:47:38.297915,7,UP,DELAYED
TR-12401,12401,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 03:04:21.332079,2026-09-23 03:44:21.332079,12,UP,SCHEDULED
TR-12402,12402,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 04:10:47.013192,2026-09-23 04:35:47.013192,9,UP,SCHEDULED
TR-12403,12403,2026-09-23,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-23 05:41:00.075480,2026-09-23 06:06:00.075480,14,DN,SCHEDULED
TR-12404,12404,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 06:23:47.815320,2026-09-23 07:03:47.815320,0,DN,SCHEDULED
TR-12405,12405,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 07:32:24.202078,2026-09-23 08:12:24.202078,0,UP,DELAYED
TR-12406,12406,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 08:49:23.855974,2026-09-23 09:34:23.855974,14,UP,SCHEDULED
TR-12407,12407,2026-09-23,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-23 09:50:25.810326,2026-09-23 10:15:25.810326,5,DN,SCHEDULED
TR-12408,12408,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 10:39:34.906030,2026-09-23 11:09:34.906030,2,DN,RUNNING
TR-12409,12409,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 11:49:25.277718,2026-09-23 12:24:25.277718,13,DN,SCHEDULED
TR-12410,12410,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 13:05:12.549762,2026-09-23 13:30:12.549762,7,DN,RUNNING
TR-12411,12411,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 13:58:11.867349,2026-09-23 14:33:11.867349,7,UP,SCHEDULED
TR-12412,12412,2026-09-23,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-23 15:19:29.929669,2026-09-23 15:49:29.929669,23,DN,DELAYED
TR-12413,12413,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 16:12:15.548787,2026-09-23 16:52:15.548787,0,DN,DELAYED
TR-12414,12414,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 17:36:47.976217,2026-09-23 18:11:47.976217,10,DN,RUNNING
TR-12415,12415,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 18:37:34.753451,2026-09-23 19:12:34.753451,4,UP,SCHEDULED
TR-12416,12416,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 19:49:01.994246,2026-09-23 20:19:01.994246,5,UP,RUNNING
TR-12417,12417,2026-09-23,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-23 20:33:04.186147,2026-09-23 21:13:04.186147,14,DN,SCHEDULED
TR-12418,12418,2026-09-23,SEC-A02,Wardha–Badnera,SPECIAL,2026-09-23 21:37:29.149807,2026-09-23 22:17:29.149807,7,DN,SCHEDULED
TR-12419,12419,2026-09-23,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-23 22:42:15.531906,2026-09-23 23:12:15.531906,7,DN,RUNNING
TR-12420,12420,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 23:54:34.768404,2026-09-24 00:34:34.768404,15,DN,DELAYED
TR-12421,12421,2026-09-23,SEC-B01,Badnera–Akola,PASSENGER,2026-09-23 01:38:48.302863,2026-09-23 02:13:48.302863,1,UP,RUNNING
TR-12422,12422,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 02:57:33.587337,2026-09-23 03:37:33.587337,2,DN,DELAYED
TR-12423,12423,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 04:31:05.182612,2026-09-23 05:01:05.182612,0,DN,DELAYED
TR-12424,12424,2026-09-23,SEC-B01,Badnera–Akola,EXPRESS,2026-09-23 06:02:20.177591,2026-09-23 06:32:20.177591,0,UP,RUNNING
TR-12425,12425,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 07:15:05.158990,2026-09-23 07:40:05.158990,22,DN,SCHEDULED
TR-12426,12426,2026-09-23,SEC-B01,Badnera–Akola,EXPRESS,2026-09-23 09:12:37.627381,2026-09-23 09:37:37.627381,0,DN,SCHEDULED
TR-12427,12427,2026-09-23,SEC-B01,Badnera–Akola,EXPRESS,2026-09-23 10:23:50.455119,2026-09-23 10:53:50.455119,2,DN,SCHEDULED
TR-12428,12428,2026-09-23,SEC-B01,Badnera–Akola,PASSENGER,2026-09-23 11:51:19.327264,2026-09-23 12:21:19.327264,2,UP,SCHEDULED
TR-12429,12429,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 13:43:51.693574,2026-09-23 14:13:51.693574,10,UP,RUNNING
TR-12430,12430,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 14:56:09.031616,2026-09-23 15:21:09.031616,13,UP,RUNNING
TR-12431,12431,2026-09-23,SEC-B01,Badnera–Akola,PASSENGER,2026-09-23 16:40:07.386950,2026-09-23 17:10:07.386950,10,DN,SCHEDULED
TR-12432,12432,2026-09-23,SEC-B01,Badnera–Akola,PASSENGER,2026-09-23 17:47:22.187926,2026-09-23 18:12:22.187926,0,DN,SCHEDULED
TR-12433,12433,2026-09-23,SEC-B01,Badnera–Akola,EXPRESS,2026-09-23 19:37:57.751867,2026-09-23 20:17:57.751867,2,DN,RUNNING
TR-12434,12434,2026-09-23,SEC-B01,Badnera–Akola,FREIGHT,2026-09-23 20:57:20.740470,2026-09-23 21:32:20.740470,9,UP,RUNNING
TR-12435,12435,2026-09-23,SEC-B01,Badnera–Akola,EXPRESS,2026-09-23 22:18:20.279999,2026-09-23 22:43:20.279999,2,UP,DELAYED
TR-12436,12436,2026-09-23,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-23 00:07:32.039272,2026-09-23 00:52:32.039272,15,DN,RUNNING
TR-12437,12437,2026-09-23,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-23 01:35:23.826379,2026-09-23 02:15:23.826379,11,DN,DELAYED
TR-12438,12438,2026-09-23,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-23 03:00:03.370387,2026-09-23 03:30:03.370387,13,UP,RUNNING
TR-12439,12439,2026-09-23,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-23 04:44:11.620193,2026-09-23 05:29:11.620193,12,UP,SCHEDULED
TR-12440,12440,2026-09-23,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-23 05:57:00.724363,2026-09-23 06:22:00.724363,12,UP,DELAYED
TR-12441,12441,2026-09-23,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-23 07:33:09.150129,2026-09-23 07:58:09.150129,5,DN,RUNNING
TR-12442,12442,2026-09-23,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-23 08:54:23.741389,2026-09-23 09:34:23.741389,0,UP,SCHEDULED
TR-12443,12443,2026-09-23,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-23 10:39:06.010669,2026-09-23 11:19:06.010669,6,UP,SCHEDULED
TR-12444,12444,2026-09-23,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-23 11:47:20.055438,2026-09-23 12:32:20.055438,0,DN,SCHEDULED
TR-12445,12445,2026-09-23,SEC-B02,Akola–Bhusawal,FREIGHT,2026-09-23 13:22:11.153851,2026-09-23 13:52:11.153851,4,UP,SCHEDULED
TR-12446,12446,2026-09-23,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-23 15:02:54.799360,2026-09-23 15:37:54.799360,8,UP,SCHEDULED
TR-12447,12447,2026-09-23,SEC-B02,Akola–Bhusawal,SPECIAL,2026-09-23 16:22:12.603276,2026-09-23 16:47:12.603276,12,UP,DELAYED
TR-12448,12448,2026-09-23,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-23 18:14:35.689152,2026-09-23 18:54:35.689152,4,DN,SCHEDULED
TR-12449,12449,2026-09-23,SEC-B02,Akola–Bhusawal,SPECIAL,2026-09-23 19:43:18.316455,2026-09-23 20:08:18.316455,6,DN,RUNNING
TR-12450,12450,2026-09-23,SEC-B02,Akola–Bhusawal,EXPRESS,2026-09-23 21:00:00.388950,2026-09-23 21:35:00.388950,15,DN,SCHEDULED
TR-12451,12451,2026-09-23,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-23 22:36:04.782259,2026-09-23 23:01:04.782259,5,UP,DELAYED
TR-12452,12452,2026-09-23,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-23 00:09:13.489800,2026-09-23 00:39:13.489800,22,DN,RUNNING
TR-12453,12453,2026-09-23,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-23 02:26:35.444766,2026-09-23 02:51:35.444766,7,UP,RUNNING
TR-12454,12454,2026-09-23,SEC-C01,Bhusawal–Jalgaon,SPECIAL,2026-09-23 04:35:21.755147,2026-09-23 05:00:21.755147,0,UP,SCHEDULED
TR-12455,12455,2026-09-23,SEC-C01,Bhusawal–Jalgaon,EXPRESS,2026-09-23 07:21:13.456861,2026-09-23 07:51:13.456861,9,UP,DELAYED
TR-12456,12456,2026-09-23,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-23 09:36:29.341435,2026-09-23 10:21:29.341435,10,DN,RUNNING
TR-12457,12457,2026-09-23,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-23 12:08:33.633345,2026-09-23 12:43:33.633345,13,DN,SCHEDULED
TR-12458,12458,2026-09-23,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-23 14:35:43.223876,2026-09-23 15:15:43.223876,8,UP,SCHEDULED
TR-12459,12459,2026-09-23,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-23 16:50:00.421551,2026-09-23 17:30:00.421551,3,UP,SCHEDULED
TR-12460,12460,2026-09-23,SEC-C01,Bhusawal–Jalgaon,FREIGHT,2026-09-23 19:19:59.371166,2026-09-23 19:54:59.371166,0,UP,RUNNING
TR-12461,12461,2026-09-23,SEC-C01,Bhusawal–Jalgaon,PASSENGER,2026-09-23 21:23:49.405189,2026-09-23 21:58:49.405189,2,DN,SCHEDULED
TR-12462,12462,2026-09-24,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-24 23:47:02.691312,2026-09-25 00:32:02.691312,2,UP,SCHEDULED
TR-12463,12463,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 00:55:49.807982,2026-09-24 01:35:49.807982,0,DN,RUNNING
TR-12464,12464,2026-09-24,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-24 02:18:48.208920,2026-09-24 02:58:48.208920,12,UP,SCHEDULED
TR-12465,12465,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 03:30:30.843344,2026-09-24 04:10:30.843344,15,DN,RUNNING
TR-12466,12466,2026-09-24,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-24 04:19:05.350724,2026-09-24 05:04:05.350724,6,UP,RUNNING
TR-12467,12467,2026-09-24,SEC-A01,Nagpur–Wardha,SPECIAL,2026-09-24 05:23:16.481715,2026-09-24 06:08:16.481715,0,DN,SCHEDULED
TR-12468,12468,2026-09-24,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-24 06:38:11.597978,2026-09-24 07:23:11.597978,11,UP,DELAYED
TR-12469,12469,2026-09-24,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-24 07:52:30.286038,2026-09-24 08:17:30.286038,12,UP,DELAYED
TR-12470,12470,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 08:28:52.479121,2026-09-24 08:53:52.479121,0,UP,DELAYED
TR-12471,12471,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 09:46:04.159302,2026-09-24 10:11:04.159302,3,DN,SCHEDULED
TR-12472,12472,2026-09-24,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-24 10:50:00.815604,2026-09-24 11:30:00.815604,8,DN,SCHEDULED
TR-12473,12473,2026-09-24,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-24 11:47:34.480583,2026-09-24 12:12:34.480583,0,DN,RUNNING
TR-12474,12474,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 12:56:26.320527,2026-09-24 13:31:26.320527,8,DN,DELAYED
TR-12475,12475,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 14:10:29.876484,2026-09-24 14:50:29.876484,3,DN,SCHEDULED
TR-12476,12476,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 15:17:42.964381,2026-09-24 15:57:42.964381,6,UP,RUNNING
TR-12477,12477,2026-09-24,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-24 16:23:51.862737,2026-09-24 17:08:51.862737,0,UP,RUNNING
TR-12478,12478,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 17:35:57.570069,2026-09-24 18:15:57.570069,0,UP,SCHEDULED
TR-12479,12479,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 18:46:18.397381,2026-09-24 19:26:18.397381,9,UP,SCHEDULED
TR-12480,12480,2026-09-24,SEC-A01,Nagpur–Wardha,FREIGHT,2026-09-24 19:27:26.037300,2026-09-24 20:02:26.037300,5,DN,RUNNING
TR-12481,12481,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 20:54:46.502252,2026-09-24 21:39:46.502252,16,DN,SCHEDULED
TR-12482,12482,2026-09-24,SEC-A01,Nagpur–Wardha,EXPRESS,2026-09-24 21:59:00.442910,2026-09-24 22:24:00.442910,1,DN,RUNNING
TR-12483,12483,2026-09-24,SEC-A01,Nagpur–Wardha,PASSENGER,2026-09-24 23:08:26.785657,2026-09-24 23:43:26.785657,5,DN,RUNNING
TR-12484,12484,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 23:59:26.925459,2026-09-25 00:44:26.925459,14,UP,RUNNING
TR-12485,12485,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 01:01:05.719005,2026-09-24 01:46:05.719005,0,UP,DELAYED
TR-12486,12486,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 02:19:24.075728,2026-09-24 03:04:24.075728,0,UP,RUNNING
TR-12487,12487,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 03:21:17.131473,2026-09-24 03:56:17.131473,0,DN,SCHEDULED
TR-12488,12488,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 04:21:48.093112,2026-09-24 04:56:48.093112,12,DN,RUNNING
TR-12489,12489,2026-09-24,SEC-A02,Wardha–Badnera,SPECIAL,2026-09-24 05:27:53.608693,2026-09-24 05:52:53.608693,0,UP,RUNNING
TR-12490,12490,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 06:36:53.685875,2026-09-24 07:21:53.685875,21,UP,SCHEDULED
TR-12491,12491,2026-09-24,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-24 07:35:47.226087,2026-09-24 08:20:47.226087,0,DN,SCHEDULED
TR-12492,12492,2026-09-24,SEC-A02,Wardha–Badnera,SPECIAL,2026-09-24 08:39:04.735815,2026-09-24 09:09:04.735815,5,UP,RUNNING
TR-12493,12493,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 09:58:30.257374,2026-09-24 10:23:30.257374,14,DN,DELAYED
TR-12494,12494,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 11:04:07.020005,2026-09-24 11:29:07.020005,22,DN,RUNNING
TR-12495,12495,2026-09-24,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-24 11:57:18.696260,2026-09-24 12:32:18.696260,18,DN,DELAYED
TR-12496,12496,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 13:19:40.599015,2026-09-24 13:54:40.599015,12,UP,RUNNING
TR-12497,12497,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 14:08:45.635960,2026-09-24 14:38:45.635960,15,UP,DELAYED
TR-12498,12498,2026-09-24,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-24 15:14:26.395276,2026-09-24 15:49:26.395276,8,DN,RUNNING
TR-12499,12499,2026-09-24,SEC-A02,Wardha–Badnera,SPECIAL,2026-09-24 16:27:52.857629,2026-09-24 16:52:52.857629,9,UP,SCHEDULED
TR-12500,12500,2026-09-24,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-24 17:31:45.687892,2026-09-24 18:16:45.687892,0,UP,RUNNING
TR-12501,12501,2026-09-24,SEC-A02,Wardha–Badnera,EXPRESS,2026-09-24 18:40:13.534986,2026-09-24 19:25:13.534986,0,UP,RUNNING
TR-12502,12502,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 19:38:16.959827,2026-09-24 20:03:16.959827,7,DN,SCHEDULED
TR-12503,12503,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 20:35:19.364686,2026-09-24 21:15:19.364686,6,UP,SCHEDULED
TR-12504,12504,2026-09-24,SEC-A02,Wardha–Badnera,FREIGHT,2026-09-24 21:59:46.871283,2026-09-24 22:24:46.871283,4,DN,RUNNING
TR-12505,12505,2026-09-24,SEC-A02,Wardha–Badnera,PASSENGER,2026-09-24 23:06:47.115696,2026-09-24 23:46:47.115696,8,DN,SCHEDULED
TR-12506,12506,2026-09-24,SEC-B01,Badnera–Akola,EXPRESS,2026-09-24 00:00:13.609465,2026-09-24 00:35:13.609465,10,DN,RUNNING
TR-12507,12507,2026-09-24,SEC-B01,Badnera–Akola,FREIGHT,2026-09-24 01:40:09.271515,2026-09-24 02:20:09.271515,8,UP,RUNNING
TR-12508,12508,2026-09-24,SEC-B01,Badnera–Akola,PASSENGER,2026-09-24 02:45:58.814299,2026-09-24 03:10:58.814299,14,DN,DELAYED
TR-12509,12509,2026-09-24,SEC-B01,Badnera–Akola,PASSENGER,2026-09-24 04:39:36.061902,2026-09-24 05:24:36.061902,0,UP,DELAYED
TR-12510,12510,2026-09-24,SEC-B01,Badnera–Akola,FREIGHT,2026-09-24 06:14:47.092425,2026-09-24 06:44:47.092425,6,DN,SCHEDULED
TR-12511,12511,2026-09-24,SEC-B01,Badnera–Akola,EXPRESS,2026-09-24 07:33:29.282250,2026-09-24 08:13:29.282250,0,DN,SCHEDULED
TR-12512,12512,2026-09-24,SEC-B01,Badnera–Akola,SPECIAL,2026-09-24 09:13:10.905086,2026-09-24 09:53:10.905086,0,UP,RUNNING
TR-12513,12513,2026-09-24,SEC-B01,Badnera–Akola,PASSENGER,2026-09-24 10:42:07.508470,2026-09-24 11:27:07.508470,3,UP,SCHEDULED
TR-12514,12514,2026-09-24,SEC-B01,Badnera–Akola,FREIGHT,2026-09-24 12:06:18.044752,2026-09-24 12:36:18.044752,7,DN,RUNNING
TR-12515,12515,2026-09-24,SEC-B01,Badnera–Akola,EXPRESS,2026-09-24 13:40:07.208180,2026-09-24 14:10:07.208180,14,UP,SCHEDULED
TR-12516,12516,2026-09-24,SEC-B01,Badnera–Akola,PASSENGER,2026-09-24 14:47:47.877733,2026-09-24 15:27:47.877733,8,UP,SCHEDULED
TR-12517,12517,2026-09-24,SEC-B01,Badnera–Akola,EXPRESS,2026-09-24 16:33:32.579357,2026-09-24 17:18:32.579357,0,UP,DELAYED
TR-12518,12518,2026-09-24,SEC-B01,Badnera–Akola,SPECIAL,2026-09-24 17:56:28.328728,2026-09-24 18:26:28.328728,16,DN,SCHEDULED
TR-12519,12519,2026-09-24,SEC-B01,Badnera–Akola,PASSENGER,2026-09-24 19:22:11.499392,2026-09-24 19:52:11.499392,12,UP,RUNNING
TR-12520,12520,2026-09-24,SEC-B01,Badnera–Akola,PASSENGER,2026-09-24 21:08:06.704854,2026-09-24 21:33:06.704854,8,UP,SCHEDULED
TR-12521,12521,2026-09-24,SEC-B01,Badnera–Akola,EXPRESS,2026-09-24 22:34:09.095826,2026-09-24 23:19:09.095826,2,UP,RUNNING
TR-12522,12522,2026-09-24,SEC-B02,Akola–Bhusawal,PASSENGER,2026-09-24 00:12:48.958246,2026-09-24 00:37:48.958246,0,DN,RUNNING
