window_id,section_id,start_time,end_time,scheduled_train_count,forecast_utilization_percent,availability_status,traffic_impact_level
WIN-SEC-A02-2026092219,SEC-A02,2026-09-22 19:00:00,2026-09-22 20:00:00,1,91,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092220,SEC-A02,2026-09-22 20:00:00,2026-09-22 21:00:00,2,91,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092221,SEC-A02,2026-09-22 21:00:00,2026-09-22 22:00:00,2,73,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092222,SEC-A02,2026-09-22 22:00:00,2026-09-22 23:00:00,1,73,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092223,SEC-A02,2026-09-22 23:00:00,2026-09-23 00:00:00,1,73,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092200,SEC-B01,2026-09-22 00:00:00,2026-09-22 01:00:00,0,42,AVAILABLE,LOW
WIN-SEC-B01-2026092201,SEC-B01,2026-09-22 01:00:00,2026-09-22 02:00:00,1,42,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092202,SEC-B01,2026-09-22 02:00:00,2026-09-22 03:00:00,1,42,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092203,SEC-B01,2026-09-22 03:00:00,2026-09-22 04:00:00,1,45,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092204,SEC-B01,2026-09-22 04:00:00,2026-09-22 05:00:00,1,45,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092205,SEC-B01,2026-09-22 05:00:00,2026-09-22 06:00:00,2,45,UNAVAILABLE,HIGH
WIN-SEC-B01-2026092206,SEC-B01,2026-09-22 06:00:00,2026-09-22 07:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092207,SEC-B01,2026-09-22 07:00:00,2026-09-22 08:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092208,SEC-B01,2026-09-22 08:00:00,2026-09-22 09:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092209,SEC-B01,2026-09-22 09:00:00,2026-09-22 10:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092210,SEC-B01,2026-09-22 10:00:00,2026-09-22 11:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092211,SEC-B01,2026-09-22 11:00:00,2026-09-22 12:00:00,1,61,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092212,SEC-B01,2026-09-22 12:00:00,2026-09-22 13:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092213,SEC-B01,2026-09-22 13:00:00,2026-09-22 14:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092214,SEC-B01,2026-09-22 14:00:00,2026-09-22 15:00:00,1,52,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092215,SEC-B01,2026-09-22 15:00:00,2026-09-22 16:00:00,1,37,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092216,SEC-B01,2026-09-22 16:00:00,2026-09-22 17:00:00,1,37,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092217,SEC-B01,2026-09-22 17:00:00,2026-09-22 18:00:00,1,37,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092218,SEC-B01,2026-09-22 18:00:00,2026-09-22 19:00:00,1,60,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092219,SEC-B01,2026-09-22 19:00:00,2026-09-22 20:00:00,1,60,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092220,SEC-B01,2026-09-22 20:00:00,2026-09-22 21:00:00,0,60,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092221,SEC-B01,2026-09-22 21:00:00,2026-09-22 22:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092222,SEC-B01,2026-09-22 22:00:00,2026-09-22 23:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092223,SEC-B01,2026-09-22 23:00:00,2026-09-23 00:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092200,SEC-B02,2026-09-22 00:00:00,2026-09-22 01:00:00,1,38,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092201,SEC-B02,2026-09-22 01:00:00,2026-09-22 02:00:00,1,38,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092202,SEC-B02,2026-09-22 02:00:00,2026-09-22 03:00:00,1,38,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092203,SEC-B02,2026-09-22 03:00:00,2026-09-22 04:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092204,SEC-B02,2026-09-22 04:00:00,2026-09-22 05:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092205,SEC-B02,2026-09-22 05:00:00,2026-09-22 06:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092206,SEC-B02,2026-09-22 06:00:00,2026-09-22 07:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092207,SEC-B02,2026-09-22 07:00:00,2026-09-22 08:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092208,SEC-B02,2026-09-22 08:00:00,2026-09-22 09:00:00,2,67,UNAVAILABLE,HIGH
WIN-SEC-B02-2026092209,SEC-B02,2026-09-22 09:00:00,2026-09-22 10:00:00,1,62,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092210,SEC-B02,2026-09-22 10:00:00,2026-09-22 11:00:00,1,62,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092211,SEC-B02,2026-09-22 11:00:00,2026-09-22 12:00:00,1,62,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092212,SEC-B02,2026-09-22 12:00:00,2026-09-22 13:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092213,SEC-B02,2026-09-22 13:00:00,2026-09-22 14:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092214,SEC-B02,2026-09-22 14:00:00,2026-09-22 15:00:00,0,53,AVAILABLE,LOW
WIN-SEC-B02-2026092215,SEC-B02,2026-09-22 15:00:00,2026-09-22 16:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092216,SEC-B02,2026-09-22 16:00:00,2026-09-22 17:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092217,SEC-B02,2026-09-22 17:00:00,2026-09-22 18:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092218,SEC-B02,2026-09-22 18:00:00,2026-09-22 19:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092219,SEC-B02,2026-09-22 19:00:00,2026-09-22 20:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092220,SEC-B02,2026-09-22 20:00:00,2026-09-22 21:00:00,2,63,UNAVAILABLE,HIGH
WIN-SEC-B02-2026092221,SEC-B02,2026-09-22 21:00:00,2026-09-22 22:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092222,SEC-B02,2026-09-22 22:00:00,2026-09-22 23:00:00,1,68,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092223,SEC-B02,2026-09-22 23:00:00,2026-09-23 00:00:00,0,68,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092200,SEC-C01,2026-09-22 00:00:00,2026-09-22 01:00:00,1,25,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092201,SEC-C01,2026-09-22 01:00:00,2026-09-22 02:00:00,0,25,AVAILABLE,LOW
WIN-SEC-C01-2026092202,SEC-C01,2026-09-22 02:00:00,2026-09-22 03:00:00,1,25,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092203,SEC-C01,2026-09-22 03:00:00,2026-09-22 04:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092204,SEC-C01,2026-09-22 04:00:00,2026-09-22 05:00:00,0,20,AVAILABLE,LOW
WIN-SEC-C01-2026092205,SEC-C01,2026-09-22 05:00:00,2026-09-22 06:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092206,SEC-C01,2026-09-22 06:00:00,2026-09-22 07:00:00,0,45,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092207,SEC-C01,2026-09-22 07:00:00,2026-09-22 08:00:00,1,45,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092208,SEC-C01,2026-09-22 08:00:00,2026-09-22 09:00:00,0,45,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092209,SEC-C01,2026-09-22 09:00:00,2026-09-22 10:00:00,1,48,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092210,SEC-C01,2026-09-22 10:00:00,2026-09-22 11:00:00,1,48,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092211,SEC-C01,2026-09-22 11:00:00,2026-09-22 12:00:00,0,48,AVAILABLE,LOW
WIN-SEC-C01-2026092212,SEC-C01,2026-09-22 12:00:00,2026-09-22 13:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092213,SEC-C01,2026-09-22 13:00:00,2026-09-22 14:00:00,0,20,AVAILABLE,LOW
WIN-SEC-C01-2026092214,SEC-C01,2026-09-22 14:00:00,2026-09-22 15:00:00,1,20,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092215,SEC-C01,2026-09-22 15:00:00,2026-09-22 16:00:00,0,39,AVAILABLE,LOW
WIN-SEC-C01-2026092216,SEC-C01,2026-09-22 16:00:00,2026-09-22 17:00:00,1,39,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092217,SEC-C01,2026-09-22 17:00:00,2026-09-22 18:00:00,1,39,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092218,SEC-C01,2026-09-22 18:00:00,2026-09-22 19:00:00,0,42,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092219,SEC-C01,2026-09-22 19:00:00,2026-09-22 20:00:00,1,42,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092220,SEC-C01,2026-09-22 20:00:00,2026-09-22 21:00:00,0,42,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092221,SEC-C01,2026-09-22 21:00:00,2026-09-22 22:00:00,1,47,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092222,SEC-C01,2026-09-22 22:00:00,2026-09-22 23:00:00,1,47,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092223,SEC-C01,2026-09-22 23:00:00,2026-09-23 00:00:00,1,47,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092300,SEC-A01,2026-09-23 00:00:00,2026-09-23 01:00:00,0,71,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092301,SEC-A01,2026-09-23 01:00:00,2026-09-23 02:00:00,2,71,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092302,SEC-A01,2026-09-23 02:00:00,2026-09-23 03:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092303,SEC-A01,2026-09-23 03:00:00,2026-09-23 04:00:00,1,56,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092304,SEC-A01,2026-09-23 04:00:00,2026-09-23 05:00:00,1,56,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092305,SEC-A01,2026-09-23 05:00:00,2026-09-23 06:00:00,2,56,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092306,SEC-A01,2026-09-23 06:00:00,2026-09-23 07:00:00,2,80,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092307,SEC-A01,2026-09-23 07:00:00,2026-09-23 08:00:00,2,80,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092308,SEC-A01,2026-09-23 08:00:00,2026-09-23 09:00:00,1,80,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092309,SEC-A01,2026-09-23 09:00:00,2026-09-23 10:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092310,SEC-A01,2026-09-23 10:00:00,2026-09-23 11:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092311,SEC-A01,2026-09-23 11:00:00,2026-09-23 12:00:00,1,82,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092312,SEC-A01,2026-09-23 12:00:00,2026-09-23 13:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092313,SEC-A01,2026-09-23 13:00:00,2026-09-23 14:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092314,SEC-A01,2026-09-23 14:00:00,2026-09-23 15:00:00,1,67,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092315,SEC-A01,2026-09-23 15:00:00,2026-09-23 16:00:00,1,82,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092316,SEC-A01,2026-09-23 16:00:00,2026-09-23 17:00:00,1,82,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092317,SEC-A01,2026-09-23 17:00:00,2026-09-23 18:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092318,SEC-A01,2026-09-23 18:00:00,2026-09-23 19:00:00,1,79,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092319,SEC-A01,2026-09-23 19:00:00,2026-09-23 20:00:00,2,79,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092320,SEC-A01,2026-09-23 20:00:00,2026-09-23 21:00:00,2,79,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092321,SEC-A01,2026-09-23 21:00:00,2026-09-23 22:00:00,2,81,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092322,SEC-A01,2026-09-23 22:00:00,2026-09-23 23:00:00,2,81,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092323,SEC-A01,2026-09-23 23:00:00,2026-09-24 00:00:00,2,81,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092300,SEC-A02,2026-09-23 00:00:00,2026-09-23 01:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092301,SEC-A02,2026-09-23 01:00:00,2026-09-23 02:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092302,SEC-A02,2026-09-23 02:00:00,2026-09-23 03:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092303,SEC-A02,2026-09-23 03:00:00,2026-09-23 04:00:00,1,57,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092304,SEC-A02,2026-09-23 04:00:00,2026-09-23 05:00:00,1,57,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092305,SEC-A02,2026-09-23 05:00:00,2026-09-23 06:00:00,1,57,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092306,SEC-A02,2026-09-23 06:00:00,2026-09-23 07:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092307,SEC-A02,2026-09-23 07:00:00,2026-09-23 08:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092308,SEC-A02,2026-09-23 08:00:00,2026-09-23 09:00:00,2,82,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092309,SEC-A02,2026-09-23 09:00:00,2026-09-23 10:00:00,2,86,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092310,SEC-A02,2026-09-23 10:00:00,2026-09-23 11:00:00,2,86,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092311,SEC-A02,2026-09-23 11:00:00,2026-09-23 12:00:00,2,86,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092312,SEC-A02,2026-09-23 12:00:00,2026-09-23 13:00:00,1,70,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092313,SEC-A02,2026-09-23 13:00:00,2026-09-23 14:00:00,2,70,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092314,SEC-A02,2026-09-23 14:00:00,2026-09-23 15:00:00,1,70,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092315,SEC-A02,2026-09-23 15:00:00,2026-09-23 16:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092316,SEC-A02,2026-09-23 16:00:00,2026-09-23 17:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092317,SEC-A02,2026-09-23 17:00:00,2026-09-23 18:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-A02-2026092318,SEC-A02,2026-09-23 18:00:00,2026-09-23 19:00:00,2,81,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092319,SEC-A02,2026-09-23 19:00:00,2026-09-23 20:00:00,2,81,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092320,SEC-A02,2026-09-23 20:00:00,2026-09-23 21:00:00,2,81,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092321,SEC-A02,2026-09-23 21:00:00,2026-09-23 22:00:00,2,75,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092322,SEC-A02,2026-09-23 22:00:00,2026-09-23 23:00:00,2,75,UNAVAILABLE,HIGH
WIN-SEC-A02-2026092323,SEC-A02,2026-09-23 23:00:00,2026-09-24 00:00:00,2,75,UNAVAILABLE,HIGH
WIN-SEC-B01-2026092300,SEC-B01,2026-09-23 00:00:00,2026-09-23 01:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092301,SEC-B01,2026-09-23 01:00:00,2026-09-23 02:00:00,1,46,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092302,SEC-B01,2026-09-23 02:00:00,2026-09-23 03:00:00,2,46,UNAVAILABLE,HIGH
WIN-SEC-B01-2026092303,SEC-B01,2026-09-23 03:00:00,2026-09-23 04:00:00,1,55,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092304,SEC-B01,2026-09-23 04:00:00,2026-09-23 05:00:00,1,55,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092305,SEC-B01,2026-09-23 05:00:00,2026-09-23 06:00:00,1,55,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092306,SEC-B01,2026-09-23 06:00:00,2026-09-23 07:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092307,SEC-B01,2026-09-23 07:00:00,2026-09-23 08:00:00,1,64,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092308,SEC-B01,2026-09-23 08:00:00,2026-09-23 09:00:00,0,64,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092309,SEC-B01,2026-09-23 09:00:00,2026-09-23 10:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092310,SEC-B01,2026-09-23 10:00:00,2026-09-23 11:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092311,SEC-B01,2026-09-23 11:00:00,2026-09-23 12:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092312,SEC-B01,2026-09-23 12:00:00,2026-09-23 13:00:00,1,56,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092313,SEC-B01,2026-09-23 13:00:00,2026-09-23 14:00:00,1,56,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092314,SEC-B01,2026-09-23 14:00:00,2026-09-23 15:00:00,2,56,UNAVAILABLE,HIGH
WIN-SEC-B01-2026092315,SEC-B01,2026-09-23 15:00:00,2026-09-23 16:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092316,SEC-B01,2026-09-23 16:00:00,2026-09-23 17:00:00,1,44,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092317,SEC-B01,2026-09-23 17:00:00,2026-09-23 18:00:00,2,44,UNAVAILABLE,HIGH
WIN-SEC-B01-2026092318,SEC-B01,2026-09-23 18:00:00,2026-09-23 19:00:00,1,74,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092319,SEC-B01,2026-09-23 19:00:00,2026-09-23 20:00:00,1,74,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092320,SEC-B01,2026-09-23 20:00:00,2026-09-23 21:00:00,2,74,UNAVAILABLE,HIGH
WIN-SEC-B01-2026092321,SEC-B01,2026-09-23 21:00:00,2026-09-23 22:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092322,SEC-B01,2026-09-23 22:00:00,2026-09-23 23:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B01-2026092323,SEC-B01,2026-09-23 23:00:00,2026-09-24 00:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092300,SEC-B02,2026-09-23 00:00:00,2026-09-23 01:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092301,SEC-B02,2026-09-23 01:00:00,2026-09-23 02:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092302,SEC-B02,2026-09-23 02:00:00,2026-09-23 03:00:00,1,54,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092303,SEC-B02,2026-09-23 03:00:00,2026-09-23 04:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092304,SEC-B02,2026-09-23 04:00:00,2026-09-23 05:00:00,1,40,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092305,SEC-B02,2026-09-23 05:00:00,2026-09-23 06:00:00,2,40,UNAVAILABLE,HIGH
WIN-SEC-B02-2026092306,SEC-B02,2026-09-23 06:00:00,2026-09-23 07:00:00,1,75,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092307,SEC-B02,2026-09-23 07:00:00,2026-09-23 08:00:00,1,75,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092308,SEC-B02,2026-09-23 08:00:00,2026-09-23 09:00:00,1,75,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092309,SEC-B02,2026-09-23 09:00:00,2026-09-23 10:00:00,1,69,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092310,SEC-B02,2026-09-23 10:00:00,2026-09-23 11:00:00,1,69,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092311,SEC-B02,2026-09-23 11:00:00,2026-09-23 12:00:00,2,69,UNAVAILABLE,HIGH
WIN-SEC-B02-2026092312,SEC-B02,2026-09-23 12:00:00,2026-09-23 13:00:00,1,55,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092313,SEC-B02,2026-09-23 13:00:00,2026-09-23 14:00:00,1,55,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092314,SEC-B02,2026-09-23 14:00:00,2026-09-23 15:00:00,0,55,AVAILABLE,LOW
WIN-SEC-B02-2026092315,SEC-B02,2026-09-23 15:00:00,2026-09-23 16:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092316,SEC-B02,2026-09-23 16:00:00,2026-09-23 17:00:00,1,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092317,SEC-B02,2026-09-23 17:00:00,2026-09-23 18:00:00,0,53,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092318,SEC-B02,2026-09-23 18:00:00,2026-09-23 19:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092319,SEC-B02,2026-09-23 19:00:00,2026-09-23 20:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092320,SEC-B02,2026-09-23 20:00:00,2026-09-23 21:00:00,1,63,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092321,SEC-B02,2026-09-23 21:00:00,2026-09-23 22:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092322,SEC-B02,2026-09-23 22:00:00,2026-09-23 23:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-B02-2026092323,SEC-B02,2026-09-23 23:00:00,2026-09-24 00:00:00,1,71,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092300,SEC-C01,2026-09-23 00:00:00,2026-09-23 01:00:00,2,25,UNAVAILABLE,HIGH
WIN-SEC-C01-2026092301,SEC-C01,2026-09-23 01:00:00,2026-09-23 02:00:00,0,25,AVAILABLE,LOW
WIN-SEC-C01-2026092302,SEC-C01,2026-09-23 02:00:00,2026-09-23 03:00:00,1,25,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092303,SEC-C01,2026-09-23 03:00:00,2026-09-23 04:00:00,0,12,AVAILABLE,LOW
WIN-SEC-C01-2026092304,SEC-C01,2026-09-23 04:00:00,2026-09-23 05:00:00,1,12,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092305,SEC-C01,2026-09-23 05:00:00,2026-09-23 06:00:00,1,12,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092306,SEC-C01,2026-09-23 06:00:00,2026-09-23 07:00:00,0,37,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092307,SEC-C01,2026-09-23 07:00:00,2026-09-23 08:00:00,1,37,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092308,SEC-C01,2026-09-23 08:00:00,2026-09-23 09:00:00,0,37,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092309,SEC-C01,2026-09-23 09:00:00,2026-09-23 10:00:00,1,43,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092310,SEC-C01,2026-09-23 10:00:00,2026-09-23 11:00:00,1,43,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092311,SEC-C01,2026-09-23 11:00:00,2026-09-23 12:00:00,0,43,AVAILABLE,LOW
WIN-SEC-C01-2026092312,SEC-C01,2026-09-23 12:00:00,2026-09-23 13:00:00,1,34,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092313,SEC-C01,2026-09-23 13:00:00,2026-09-23 14:00:00,0,34,AVAILABLE,LOW
WIN-SEC-C01-2026092314,SEC-C01,2026-09-23 14:00:00,2026-09-23 15:00:00,1,34,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092315,SEC-C01,2026-09-23 15:00:00,2026-09-23 16:00:00,1,32,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092316,SEC-C01,2026-09-23 16:00:00,2026-09-23 17:00:00,1,32,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092317,SEC-C01,2026-09-23 17:00:00,2026-09-23 18:00:00,1,32,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092318,SEC-C01,2026-09-23 18:00:00,2026-09-23 19:00:00,0,51,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092319,SEC-C01,2026-09-23 19:00:00,2026-09-23 20:00:00,1,51,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092320,SEC-C01,2026-09-23 20:00:00,2026-09-23 21:00:00,0,51,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092321,SEC-C01,2026-09-23 21:00:00,2026-09-23 22:00:00,1,32,UNAVAILABLE,MEDIUM
WIN-SEC-C01-2026092322,SEC-C01,2026-09-23 22:00:00,2026-09-23 23:00:00,0,32,AVAILABLE,LOW
WIN-SEC-C01-2026092323,SEC-C01,2026-09-23 23:00:00,2026-09-24 00:00:00,0,32,AVAILABLE,LOW
WIN-SEC-A01-2026092400,SEC-A01,2026-09-24 00:00:00,2026-09-24 01:00:00,2,65,UNAVAILABLE,HIGH
WIN-SEC-A01-2026092401,SEC-A01,2026-09-24 01:00:00,2026-09-24 02:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092402,SEC-A01,2026-09-24 02:00:00,2026-09-24 03:00:00,1,65,UNAVAILABLE,MEDIUM
WIN-SEC-A01-2026092403,SEC-A01,2026-09-24 03:00:00,2026-09-24 04:00:00,1,53,UNAVAILABLE,MEDIUM
