date,section_id,start_hour,end_hour,forecast_freight_load_index,forecast_utilization_percent,forecast_freight_trains
2026-10-03,SEC-B02,18,21,0.72,72,8
2026-10-03,SEC-B02,21,24,0.62,62,1
2026-10-03,SEC-C01,0,3,0.08,8,3
2026-10-03,SEC-C01,3,6,0.22,22,5
2026-10-03,SEC-C01,6,9,0.44,44,4
2026-10-03,SEC-C01,9,12,0.38,38,2
2026-10-03,SEC-C01,12,15,0.29,29,0
2026-10-03,SEC-C01,15,18,0.41,41,2
2026-10-03,SEC-C01,18,21,0.48,48,0
2026-10-03,SEC-C01,21,24,0.38,38,2
2026-10-04,SEC-A01,0,3,0.54,54,1
2026-10-04,SEC-A01,3,6,0.62,62,6
2026-10-04,SEC-A01,6,9,0.83,83,3
2026-10-04,SEC-A01,9,12,0.87,87,8
2026-10-04,SEC-A01,12,15,0.69,69,4
2026-10-04,SEC-A01,15,18,0.75,75,0
2026-10-04,SEC-A01,18,21,0.96,96,9
2026-10-04,SEC-A01,21,24,0.89,89,1
2026-10-04,SEC-A02,0,3,0.64,64,1
2026-10-04,SEC-A02,3,6,0.63,63,2
2026-10-04,SEC-A02,6,9,0.82,82,2
2026-10-04,SEC-A02,9,12,0.91,91,5
2026-10-04,SEC-A02,12,15,0.68,68,2
2026-10-04,SEC-A02,15,18,0.72,72,8
2026-10-04,SEC-A02,18,21,0.84,84,8
2026-10-04,SEC-A02,21,24,0.81,81,3
2026-10-04,SEC-B01,0,3,0.36,36,3
2026-10-04,SEC-B01,3,6,0.46,46,5
2026-10-04,SEC-B01,6,9,0.64,64,5
2026-10-04,SEC-B01,9,12,0.67,67,0
2026-10-04,SEC-B01,12,15,0.49,49,2
2026-10-04,SEC-B01,15,18,0.59,59,6
2026-10-04,SEC-B01,18,21,0.59,59,6
2026-10-04,SEC-B01,21,24,0.74,74,1
2026-10-04,SEC-B02,0,3,0.34,34,4
2026-10-04,SEC-B02,3,6,0.47,47,3
2026-10-04,SEC-B02,6,9,0.67,67,3
2026-10-04,SEC-B02,9,12,0.59,59,2
2026-10-04,SEC-B02,12,15,0.55,55,3
2026-10-04,SEC-B02,15,18,0.6,60,9
2026-10-04,SEC-B02,18,21,0.51,51,5
2026-10-04,SEC-B02,21,24,0.67,67,7
2026-10-04,SEC-C01,0,3,0.09,9,4
2026-10-04,SEC-C01,3,6,0.18,18,5
2026-10-04,SEC-C01,6,9,0.54,54,5
2026-10-04,SEC-C01,9,12,0.41,41,0
2026-10-04,SEC-C01,12,15,0.25,25,5
2026-10-04,SEC-C01,15,18,0.31,31,1
2026-10-04,SEC-C01,18,21,0.56,56,10
2026-10-04,SEC-C01,21,24,0.33,33,3
